Fecha,Variación
06/10/1921,-0.0662
06/09/1921,-0.1481
06/08/1921,-0.1964
06/07/1921,-0.1123
06/06/1921,-0.1665
06/05/1921,-0.1917
06/04/1921,-0.2059
06/03/1921,-0.2176
06/02/1921,-0.1494
06/01/1921,-0.0598
06/12/1920,-0.3886
06/11/1920,-0.251
06/10/1920,-0.2096
06/09/1920,-0.1755
06/08/1920,-0.2306
06/07/1920,-0.2436
06/06/1920,-0.2559
06/05/1920,-0.1682
06/04/1920,-0.2098
06/03/1920,-0.0583
06/02/1920,-0.2197
06/01/1920,-0.1157
06/12/1919,-0.298
06/11/1919,-0.3178
06/10/1919,-0.22
06/09/1919,-0.1833
06/08/1919,-0.2077
06/07/1919,-0.2155
06/06/1919,-0.2348
06/05/1919,-0.1837
06/04/1919,-0.0704
06/03/1919,-0.2393
06/02/1919,-0.053
06/01/1919,-0.2424
06/12/1918,-0.3195
06/11/1918,-0.1154
06/10/1918,-0.0998
06/09/1918,-0.1481
06/08/1918,-0.1777
06/07/1918,-0.2024
06/06/1918,-0.1829
06/05/1918,-0.276
06/04/1918,-0.2966
06/03/1918,-0.1783
06/02/1918,-0.2892
06/01/1918,-0.2146
06/12/1917,-0.5329
06/11/1917,-0.1348
06/10/1917,-0.2602
06/09/1917,-0.0635
06/08/1917,-0.1726
06/07/1917,-0.1721
06/06/1917,-0.3432
06/05/1917,-0.45
06/04/1917,-0.3146
06/03/1917,-0.4287
06/02/1917,-0.4721
06/01/1917,-0.4299
06/12/1916,-0.5742
06/11/1916,-0.3957
06/10/1916,-0.2651
06/09/1916,-0.2616
06/08/1916,-0.2743
06/07/1916,-0.2889
06/06/1916,-0.3834
06/05/1916,-0.2245
06/04/1916,-0.1978
06/03/1916,-0.2944
06/02/1916,-0.1759
06/01/1916,-0.1797
06/12/1915,-0.0503
06/11/1915,-0.0116
06/10/1915,-0.1722
06/09/1915,-0.1111
06/08/1915,-0.076
06/07/1915,-0.0284
06/06/1915,-0.0858
06/05/1915,-0.0685
06/04/1915,0.0215
06/03/1915,-0.1011
06/02/1915,-0.0108
06/01/1915,-0.1374
06/12/1914,-0.0998
06/11/1914,-0.1202
06/10/1914,-0.0938
06/09/1914,-0.1781
06/08/1914,-0.1757
06/07/1914,-0.2095
06/06/1914,-0.1963
06/05/1914,-0.1647
06/04/1914,-0.2481
06/03/1914,-0.1633
06/02/1914,-0.1203
06/01/1914,0.0961
06/12/1913,-0.0374
06/11/1913,-0.1371
06/10/1913,-0.3112
06/09/1913,-0.3562
06/08/1913,-0.328
06/07/1913,-0.3534
06/06/1913,-0.3779
06/05/1913,-0.394
06/04/1913,-0.3506
06/03/1913,-0.4077
06/02/1913,-0.3899
06/01/1913,-0.3513
06/12/1912,-0.3553
06/11/1912,-0.4122
06/10/1912,-0.5185
06/09/1912,-0.5056
06/08/1912,-0.4516
06/07/1912,-0.314
06/06/1912,-0.26
06/05/1912,-0.2257
06/04/1912,-0.2027
06/03/1912,-0.3123
06/02/1912,-0.1091
06/01/1912,-0.2791
06/12/1911,-0.2456
06/11/1911,-0.2571
06/10/1911,-0.3433
06/09/1911,-0.3983
06/08/1911,-0.4541
06/07/1911,-0.4658
06/06/1911,-0.4443
06/05/1911,-0.4775
06/04/1911,-0.5099
06/03/1911,-0.5697
06/02/1911,-0.5265
06/01/1911,-0.5067
06/12/1910,-0.5626
06/11/1910,-0.4956
06/10/1910,-0.4199
06/09/1910,-0.3322
06/08/1910,-0.3325
06/07/1910,-0.3264
06/06/1910,-0.3525
06/05/1910,-0.2999
06/04/1910,-0.339
06/03/1910,-0.4202
06/02/1910,-0.3627
06/01/1910,-0.3035
06/12/1909,-0.4071
06/11/1909,-0.2733
06/10/1909,-0.3935
06/09/1909,-0.3611
06/08/1909,-0.3052
06/07/1909,-0.435
06/06/1909,-0.4145
06/05/1909,-0.4512
06/04/1909,-0.5264
06/03/1909,-0.5399
06/02/1909,-0.4563
06/01/1909,-0.5499
06/12/1908,-0.3846
06/11/1908,-0.4833
06/10/1908,-0.5169
06/09/1908,-0.3973
06/08/1908,-0.4787
06/07/1908,-0.3874
06/06/1908,-0.4062
06/05/1908,-0.3982
06/04/1908,-0.4832
06/03/1908,-0.6041
06/02/1908,-0.3753
06/01/1908,-0.36
06/12/1907,-0.3922
06/11/1907,-0.5055
06/10/1907,-0.3047
06/09/1907,-0.3364
06/08/1907,-0.3378
06/07/1907,-0.3547
06/06/1907,-0.3742
06/05/1907,-0.4669
06/04/1907,-0.3508
06/03/1907,-0.276
06/02/1907,-0.4038
06/01/1907,-0.3443
06/12/1906,-0.165
06/11/1906,-0.3676
06/10/1906,-0.2809
06/09/1906,-0.3053
06/08/1906,-0.2362
06/07/1906,-0.2467
06/06/1906,-0.1768
06/05/1906,-0.2166
06/04/1906,-0.0514
06/03/1906,-0.1484
06/02/1906,-0.2379
06/01/1906,-0.1755
06/12/1905,-0.1334
06/11/1905,-0.0916
06/10/1905,-0.296
06/09/1905,-0.2239
06/08/1905,-0.2275
06/07/1905,-0.1918
06/06/1905,-0.2503
06/05/1905,-0.2879
06/04/1905,-0.4481
06/03/1905,-0.394
06/02/1905,-0.6187
06/01/1905,-0.354
06/12/1904,-0.2414
06/11/1904,-0.1686
06/10/1904,-0.4066
06/09/1904,-0.4632
06/08/1904,-0.4314
06/07/1904,-0.4597
06/06/1904,-0.4403
06/05/1904,-0.4282
06/04/1904,-0.4717
06/03/1904,-0.5129
06/02/1904,-0.467
06/01/1904,-0.5416
06/12/1903,-0.3861
06/11/1903,-0.395
06/10/1903,-0.4357
06/09/1903,-0.3756
06/08/1903,-0.4296
06/07/1903,-0.334
06/06/1903,-0.3759
06/05/1903,-0.3912
06/04/1903,-0.354
06/03/1903,-0.2755
06/02/1903,-0.08
06/01/1903,-0.2101
06/12/1902,-0.3592
06/11/1902,-0.343
06/10/1902,-0.2821
06/09/1902,-0.2315
06/08/1902,-0.2643
06/07/1902,-0.2902
06/06/1902,-0.3324
06/05/1902,-0.2616
06/04/1902,-0.2697
06/03/1902,-0.1954
06/02/1902,-0.0409
06/01/1902,-0.0856
06/12/1901,-0.2372
06/11/1901,-0.1425
06/10/1901,-0.2786
06/09/1901,-0.2059
06/08/1901,-0.1299
06/07/1901,-0.1563
06/06/1901,-0.1273
06/05/1901,-0.1248
06/04/1901,-0.0646
06/03/1901,-0.0327
06/02/1901,-0.0741
06/01/1901,-0.1259
06/12/1900,0.032
06/11/1900,-0.1345
06/10/1900,0.0464
06/09/1900,-0.06
06/08/1900,-0.0708
06/07/1900,-0.0728
06/06/1900,-0.045
06/05/1900,-0.0371
06/04/1900,-0.0985
06/03/1900,-0.0402
06/02/1900,-0.0934
06/01/1900,-0.2404
06/12/1899,-0.1656
06/11/1899,0.1523
06/10/1899,-0.0241
06/09/1899,-0.0307
06/08/1899,-0.0664
06/07/1899,-0.1259
06/06/1899,-0.1977
06/05/1899,-0.1203
06/04/1899,-0.1946
06/03/1899,-0.2549
06/02/1899,-0.2787
06/01/1899,-0.1005
06/12/1898,-0.0073
06/11/1898,-0.2417
06/10/1898,-0.3234
06/09/1898,-0.1968
06/08/1898,-0.2306
06/07/1898,-0.2426
06/06/1898,-0.2078
06/05/1898,-0.2887
06/04/1898,-0.3467
06/03/1898,-0.6515
06/02/1898,-0.2785
06/01/1898,-0.0399
06/12/1897,-0.2989
06/11/1897,-0.2619
06/10/1897,-0.1608
06/09/1897,-0.0247
06/08/1897,-0.0735
06/07/1897,-0.0401
06/06/1897,-0.1
06/05/1897,-0.0256
06/04/1897,-0.0032
06/03/1897,-0.1863
06/02/1897,-0.1086
06/01/1897,-0.1857
06/12/1896,0.049
06/11/1896,-0.1659
06/10/1896,-0.0056
06/09/1896,-0.0679
06/08/1896,-0.0723
06/07/1896,-0.0509
06/06/1896,-0.0925
06/05/1896,-0.1042
06/04/1896,-0.266
06/03/1896,-0.2079
06/02/1896,-0.0789
06/01/1896,-0.1056
06/12/1895,-0.069
06/11/1895,-0.1602
06/10/1895,-0.1317
06/09/1895,-0.1329
06/08/1895,-0.2243
06/07/1895,-0.201
06/06/1895,-0.2938
06/05/1895,-0.2076
06/04/1895,-0.1868
06/03/1895,-0.2879
06/02/1895,-0.4136
06/01/1895,-0.4389
06/12/1894,-0.2412
06/11/1894,-0.2979
06/10/1894,-0.2135
06/09/1894,-0.2531
06/08/1894,-0.2735
06/07/1894,-0.2738
06/06/1894,-0.3487
06/05/1894,-0.3018
06/04/1894,-0.3023
06/03/1894,-0.2064
06/02/1894,-0.2215
06/01/1894,-0.436
06/12/1893,-0.2452
06/11/1893,-0.1657
06/10/1893,-0.2099
06/09/1893,-0.2587
06/08/1893,-0.3281
06/07/1893,-0.2018
06/06/1893,-0.2405
06/05/1893,-0.3421
06/04/1893,-0.35
06/03/1893,-0.2218
06/02/1893,-0.6107
06/01/1893,-0.6796
06/12/1892,-0.4708
06/11/1892,-0.4728
06/10/1892,-0.2464
06/09/1892,-0.2198
06/08/1892,-0.3279
06/07/1892,-0.3497
06/06/1892,-0.2831
06/05/1892,-0.3081
06/04/1892,-0.3203
06/03/1892,-0.3032
06/02/1892,-0.1353
06/01/1892,-0.2372
06/12/1891,-0.0421
06/11/1891,-0.3968
06/10/1891,-0.2861
06/09/1891,-0.1514
06/08/1891,-0.2313
06/07/1891,-0.2264
06/06/1891,-0.2023
06/05/1891,-0.1374
06/04/1891,-0.2523
06/03/1891,-0.212
06/02/1891,-0.5228
06/01/1891,-0.3772
06/12/1890,-0.2302
06/11/1890,-0.3419
06/10/1890,-0.2941
06/09/1890,-0.3508
06/08/1890,-0.3257
06/07/1890,-0.2802
06/06/1890,-0.2875
06/05/1890,-0.3892
06/04/1890,-0.2588
06/03/1890,-0.3189
06/02/1890,-0.4268
06/01/1890,-0.3594
06/12/1889,-0.175
06/11/1889,-0.2769
06/10/1889,-0.1913
06/09/1889,-0.2264
06/08/1889,-0.137
06/07/1889,-0.1604
06/06/1889,-0.0698
06/05/1889,-0.0326
06/04/1889,0.0496
06/03/1889,0.1207
06/02/1889,0.0152
06/01/1889,-0.0944
06/12/1888,0.0445
06/11/1888,-0.0418
06/10/1888,0.019
06/09/1888,-0.069
06/08/1888,-0.1633
06/07/1888,-0.1149
06/06/1888,-0.0943
06/05/1888,-0.1561
06/04/1888,-0.1761
06/03/1888,-0.2974
06/02/1888,-0.3288
06/01/1888,-0.3871
06/12/1887,-0.1988
06/11/1887,-0.1572
06/10/1887,-0.2995
06/09/1887,-0.1827
06/08/1887,-0.3148
06/07/1887,-0.2707
06/06/1887,-0.2149
06/05/1887,-0.239
06/04/1887,-0.1899
06/03/1887,-0.1655
06/02/1887,-0.3745
06/01/1887,-0.3792
06/12/1886,-0.163
06/11/1886,-0.1952
06/10/1886,-0.2261
06/09/1886,-0.1969
06/08/1886,-0.2146
06/07/1886,-0.1599
06/06/1886,-0.2468
06/05/1886,-0.1573
06/04/1886,-0.1679
06/03/1886,-0.2823
06/02/1886,-0.2795
06/01/1886,-0.1143
06/12/1885,0.05
06/11/1885,-0.1262
06/10/1885,-0.1289
06/09/1885,-0.1963
06/08/1885,-0.2407
06/07/1885,-0.2375
06/06/1885,-0.3052
06/05/1885,-0.2787
06/04/1885,-0.2564
06/03/1885,-0.1473
06/02/1885,-0.2558
06/01/1885,-0.4267
06/12/1884,-0.144
06/11/1884,-0.2692
06/10/1884,-0.1695
06/09/1884,-0.2238
06/08/1884,-0.2698
06/07/1884,-0.2985
06/06/1884,-0.1939
06/05/1884,-0.1282
06/04/1884,-0.1809
06/03/1884,-0.2061
06/02/1884,-0.143
06/01/1884,-0.1843
06/12/1883,-0.0738
06/11/1883,-0.1683
06/10/1883,-0.1612
06/09/1883,-0.1467
06/08/1883,-0.0526
06/07/1883,-0.0849
06/06/1883,-0.0066
06/05/1883,-0.1455
06/04/1883,-0.1746
06/03/1883,-0.1326
06/02/1883,-0.2915
06/01/1883,-0.2707
06/12/1882,-0.1705
06/11/1882,-0.1279
06/10/1882,-0.2101
06/09/1882,0.0077
06/08/1882,-0.0037
06/07/1882,-0.0666
06/06/1882,-0.1391
06/05/1882,-0.1459
06/04/1882,-0.1241
06/03/1882,0.0754
06/02/1882,0.0385
06/01/1882,0.0883
06/12/1881,-0.0439
06/11/1881,-0.2194
06/10/1881,-0.2207
06/09/1881,-0.1824
06/08/1881,-0.0519
06/07/1881,-0.0329
06/06/1881,-0.0892
06/05/1881,0.0284
06/04/1881,0.0734
06/03/1881,0.0348
06/02/1881,-0.0296
06/01/1881,-0.0205
06/12/1880,-0.0775
06/11/1880,-0.2672
06/10/1880,-0.1786
06/09/1880,-0.0817
06/08/1880,-0.0725
06/07/1880,-0.1491
06/06/1880,-0.1692
06/05/1880,-0.0738
06/04/1880,-0.0499
06/03/1880,-0.1357
06/02/1880,-0.1229
06/01/1880,0.0009
